Name,EcoScore,Countries,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11,Category_12,Category_13,Category_14,Category_15,Category_16,Category_17
Demoiselle rosé,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Vins rosés,Champagnes français,Champagnes bruts,Champagnes rosés,,,,,,,
Vin rouge de Gaillac,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin blanc,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Vin rouge,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin Bordeaux Rouge Bio AOP Expert Club,46,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,Vin-bordeaux-rouge,Vin-bordeaux-rouge-bio-aop,,,,,,,,,
Champagne Veuve Durand,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,,,,,,,,,,
Bordeaux 2015,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Côtes du Rhône,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes du Rhône,,,,,,,,,,,
Cellier des Dauphins Prestige Rosé 2015,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Côtes du Rhône,,,,,,,,,,,
Champagne Brut,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
"Muscat de Rivesaltes 15,5°",40,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Vins français,Muscats,,,,,,,,,
Riesling 2013,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Vin d'Alsace,,,,,,,,,,,
Rosé pamplemousse,38,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,Vins aromatisés,Matisés,,,,,,,,,,,
Côtes du Rhône Villages,36,"['en:belgium', 'en:france']",Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes du Rhône,,,,,,,,,,,
beaujolais nouveau,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais,Beaujolais nouveau,,,,,,,,,,,
Pineau blanc Charentes 17% vol Nos Régions Ont Du Talent,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français,Mistelle,Pineau des Charentes,,,,,,,,,,
Roble Ribera del Duero,30,"['en:france', 'en:germany', 'en:spain']",Boissons,Boissons alcoolisées,Vins,Vins rouges,Vins espagnols,es:Ribera del Duero,,,,,,,,,,,
Beaujolais nouveau Pisse Dru,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais,Beaujolais nouveau,,,,,,,,,,,
Prosecco,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins italiens,Prosecco,,,,,,,,,,,,
Bib 3L Rosé Piscine Vin Rosé,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Château Sénilhac haut médoc,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,Vins du Médoc,,,,,,,,,,,
Fitou,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Fitou,,,,,,,,,,,
Very Ceris' Rosé Cerise,38,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,Vins aromatisés,,,,,,,,,,,,
Autrement,58,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Chardonnay,IGP PAYS D'OC,,,,,,,,,,
"Crémant D´Alsace, Schaumwein Brut",32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins effervescents,Crémant de Bourgogne,,,,,,,,,,
Rosé Cabernet d'Anjou,34,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Cabernet d'Anjou,,,,,,,,,,,
Prosecco,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins italiens,Prosecco,,,,,,,,,,,,
Cuvée du Golfe de Saint-Tropez,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Côtes de Provence,,,,,,,,,,,
Plan de Dieu 2011,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes du Rhône,Côtes du Rhône Villages,,,,,,,,,,
Vin Blanc Sauternes,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Bordeaux,Vins liquoreux,Sauternes,,,,,,,,,
Côtes du Rhône vieilles vignes A.O.C. 2017,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Champagne Brut,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,Champagnes bruts,,,,,,,,,,,
Tawny port,40,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Vins portugais,Vins rouges,Porto,Porto rouges,,,,,,,
Cotes du rhones,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Porto Cruz blanc,45,"['en:belgium', 'en:france']",Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Vins portugais,Porto,,,,,,,,,
Monrillac pineau des charentes,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français,Mistelle,Pineau des Charentes,,,,,,,,,,
"Côtes des Roses AOP, rosé",44,"['en:australia', 'en:france']",Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
Adrien Champaud Merlot rond & fruité,51,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,Vin rouge bio,,,,,,,,,,,,
Lambrusco,32,"['en:france', 'en:spain']",Boissons,Boissons alcoolisées,Vins,Vins italiens,Vins rosés,,,,,,,,,,,,
Grand vin de Bordeaux,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Boisson aromatisée à base de vin rosé pamplemousse,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Boissons à base de vin,,,,,,,,,,,,,
Blanc de blancs brut,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins mousseux,,,,,,,,,,,,
Bordeaux,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Boisson aromatisé à base de vin rosé pamplemousse 8°,40,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,,,,,,,,,,,,,
blanc de blancs champagne,23,"['en:france', 'en:united-kingdom']",Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Cuvée Hortense,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Gris,25,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,,,,,,,,,,,,,
Vin de pays d'Oc Cabernet sauvignon I.G.P. - Bag-in-Box®,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc,,,,,,,,,,,,
Grande Réserve Mas Olivier,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Faugères,,,,,,,,,,,
Crozes Hermitage,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Crozes-Hermitage,,,,,,,,,,,,
crémant de limoux,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Crémant de Limoux,Vins pétillant,,,,,,,,,,
Lambrusco,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins italiens,it:Lambrusco dell'emilia,,,,,,,,,,,,
Vin rouge Marquis de chasse bordeaux 2016,31,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,,,,,,,,,,,
Clairette de Die,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Clairette de Die,,,,,,,,,,,
Ids Pineau Blanc,42,"['en:france', 'en:reunion']",Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français,Mistelle,Pineau des Charentes,,,,,,,,,,
Autrement,60,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Pays d'Oc,IGP PAYS D'OC,,,,,,,,,,
Champagne Charles Lafitte Belle Cuvée Brut,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Trilles - Blanc sec - Vin de France,42,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Vins blancs secs,,,,,,,,,,,
Vin de Pays d'Oc Merlot bio I.G.P.,52,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc,Vins de pays,,,,,,,,,,,
Rosé Pamplemousse,38,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,Vins aromatisés,,,,,,,,,,,,
75CL CABERNET ANJOU ROSE,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Cabernet d'Anjou,,,,,,,,,,,
Bordeaux Supérieur Versant Royal 13°,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,en:bordeaux,Bordeaux supérieur,,,,,,,,,,,
Clairette de Die cuvée impériale,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Clairette de Die,,,,,,,,,,,
Bordeaux 2015,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Réserve de Padulone,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Île de Beauté,,,,,,,,,,,
Côtes Du Rhône,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
75CL Coteaux Du Layon Blanc,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux du Layon,Coteaux du Layon Val de Loire,,,,,,,,,,,
Bordeaux Réserve 2014,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Côtes du Rhône bio A.O.C. - Bag-in-Box®,52,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Cuvée Hortense,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Naturae,57,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,IGP PAYS D'OC,,,,,,,,,,,
&quot;70CL Creme Cassis 20 &deg; Reflets De France&quot;,31,['en:france'],Boissons,Boissons alcoolisées,Vins,Liqueurs,Vins liquoreux,,,,,,,,,,,,
crémant de limoux,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Crémant de Limoux,Vins pétillant,,,,,,,,,,
Bordeaux Réserve 2014,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Clairette de Die cuvée impériale,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Clairette de Die,,,,,,,,,,,
Réserve de Padulone,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Île de Beauté,,,,,,,,,,,
Trilles - Blanc sec - Vin de France,42,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Vins blancs secs,,,,,,,,,,,
PORTO CRUZ,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
"SANGRIA DOM JOSUE Boisson aromatisée à base de vin, produite en France. Au vin d'Espagne.",19,"['en:france', 'en:italy', 'en:spain', 'en:switzerland']",Boissons,Boissons alcoolisées,Vins,Boissons alcoolisées pré-mélangées,Boissons alcoolisées à base de vin,Sangria,,,,,,,,,,,
Erstein morceau pure canne boite 1kg - gamme speciaux,46,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Touraine Noble Joué,,,,,,,,,,,,
Di'Vin Mix Rosé Pamplemousse,30,"['en:belgium', 'en:france']",Boissons,Boissons alcoolisées,Vins,Vins rosés,Vins aromatisés,,,,,,,,,,,,
Blancs de blancs demi-sec,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,Vins effervescents,Vin blanc mousseux,Vins mousseux,Vins blancs demi-sec,Vins demi-sec,,,,,,,,
Schoenenbourg Gewurztraminer 2009 AOC Bio,60,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Alsace Grand Cru,Alsace Grand Cru Schoenenbourg,Gewurtzraminer,Gewurztraminer,Vins biologiques,,,,,,,
Alsace Grand Cru Sonnenglanz Gewurztraminer,45,"['en:france', 'en:switzerland']",Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Alsace Grand Cru,Alsace Grand Cru Sonnenglanz,Alsace-grand-cru-sonnenglanz-gewurztraminer,,,,,,,,,
BEAUJOLAIS NOUVEAU,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais,Beaujolais nouveau,,,,,,,,,,,
Aloxe-Corton 2010,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins rouges,Aloxe-Corton,,,,,,,,,,
Côtes de Provence A.O.C. 2017,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence,,,,,,,,,,,,
Cte Rhone Rge E.club,34,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Blanc Pêche,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Aloxe Corton 2011,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins rouges,Aloxe-Corton,,,,,,,,,,
Rosé Pamplemousse,34,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Vins aromatisés,,,,,,,,,,,
Bergerac,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bergerac,,,,,,,,,,,
CrozesHermitage,44,"['en:belgium', 'en:france']",Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Crozes-Hermitage,,,,,,,,,,,
Beaujolais Nouveau,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais,Beaujolais nouveau,,,,,,,,,,,
Vin rosé AOC Côtes de Provence Cellier des esperides,46,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Côtes de Provence,,,,,,,,,,,
Côtes du Rhône,42,['en:france'],Boissons,Boissons alcoolisées,Snacks,Snacks sucrés,Vins,Vins français,Côtes du Rhône,,,,,,,,,,
Allé di partout,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,,,,,,,,,,,
Merlot,46,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Merlot,,,,,,,,,,,
Rosé pamplemousse,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Rosé fronton,39,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,Fronton,,,,,,,,,,,,
Gérard Bertrand &quot;6ème Sens&quot;,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,IGP PAYS D'oc,,,,,,,,,,,
Vin d'Espagne Rouge CHASTAGNAC,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin rouge IGP Gamay Comte du Tolosan,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Comté Tolosan,,,,,,,,,,,,
Cabernet d'Anjou,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou,,,,,,,,,,,,
Pommard &quot;Les Narjollets&quot; 2010,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins rouges,Pommard,,,,,,,,,,
2017,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,,,,,,,,,,,
Banyuls - Rimage 2013,48,"['en:france', 'en:switzerland']",Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Vins français,Banyuls,,,,,,,,,
Aloxe-Corton,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins rouges,Aloxe-Corton,,,,,,,,,,
VINAIGRE BALSAMIQUE,36,['en:france'],Boissons,Boissons alcoolisées,Condiments,Vins,Vinaigres,Vinaigres balsamiques,,,,,,,,,,,
Vin,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin rosé IGP Ile de Beaute,39,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,,,,,,,,,,,,
Bordeaux Grande Cuvée 2014,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Porto Fine Twany,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Vins portugais,Vins rouges,Porto,Porto rouges,Portos oxydatifs,Porto Tawny,,,,,
Canard Duchêne,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,Liquide,,,,,,,,,,,
"Soupçon de fruit, Cabernet d'Anjou 2019",32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou,,,,,,,,,,,,
Médoc AOC rouge L'Allée du Roy,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,Vins du Médoc,Médoc,,,,,,,,,,
5L Bib Vin D'espagne Rose,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Saumur Champigny,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Saumur-Champigny,,,,,,,,,,,,
Vin rouge bio,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Corbières,,,,,,,,,,,,
alliance brut,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins mousseux,Vins mousseux brut,,,,,,,,,,,
Vin blanc du Languedoc,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin rouge,27,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Rosé d'Anjou,34,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Rosé d'Anjou,,,,,,,,,,,
Les Embruns Sable de Camargue IGP La Croix des Saintes,54,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Sable de Camargue,Vin-rose-bio,,,,,,,,,,
Porto Tawny Cortesão 19°,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Vins portugais,Vins rouges,Porto,Porto rouges,Portos oxydatifs,Porto Tawny,,,,,
Chaumes tranches moelleuses avec du caractère,-11,['en:france'],Boissons,Boissons alcoolisées,Produits laitiers,Produits fermentés,Conserves,Produits laitiers fermentés,Vins,Fromages,Fromages de vache,Fromages en tranches,,,,,,,
,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Cabernet d'Anjou,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou,,,,,,,,,,,,
Vin d'Alsace Pinot Blanc 2017,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Vin blanc AOP Muscadet Sèvre et Maine sur lie La Chatelière,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
Rosé d'Anjou A.O.C. 2017,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Rosé d'Anjou,,,,,,,,,,,,
Cabernet d'Anjou A.O.C. - Bag-in-Box®,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou,,,,,,,,,,,,
Ultima Laude,60,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Alpilles,,,,,,,,,,,
Cabernet Sauvignon Merlot,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Domaine des radoubs MEDITERRANNÉE,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Saumur Champigny,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Saumur-Champigny,,,,,,,,,,,
Champagne,36,"['en:belgium', 'en:france']",Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Champagne Blanc de blancs,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Vins effervescents,Champagnes,Champagnes français,Champagnes blancs de blancs,Champagnes premiers crus,,,,,,,
75CL Bordeaux Blanc Moelleux,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Muscat de rivesaltes,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Muscats,Muscat de Rivesaltes,,,,,,,,,
Vin rosé Île de Beauté,38,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,,,,,,,,,,,,,
Merlot Pays d'Oc,31,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Pays d'Oc,Merlots,,,,,,,,,,
Crémant de Bourgogne brut,43,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins effervescents,Crémant de Bourgogne,,,,,,,,,,
Cubi de vin d'Ardèche,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
Rose D'anjou Roches Linieres 11,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Rosé d'Anjou,,,,,,,,,,,,
Vin blanc CE 11° vol.,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Clairette de Die doux,60,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Clairette de Die,,,,,,,,,,,
Faugères - Mas Olivier,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Bourgogne 2015,43,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins blancs,Bourgogne-aoc,Chardonnay,,,,,,,,,
Minuty Côtes de Provence,31,"['en:australia', 'en:france', 'en:switzerland']",Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes de Provence,,,,,,,,,,,
Champagne Brut Grande Reserve,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,Champagnes bruts,,,,,,,,,,,
BOURGOGNE ALIGOTE,43,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins blancs,Bourgogne aligoté,,,,,,,,,,
Beaujolais,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
"Pineau Des Charentes Rosé Reynac, 17°, Bouteille De",45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français,Mistelle,Pineau des Charentes,,,,,,,,,,
Cubi de vin d'Ardèche,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
Côtes du Rhône bio A.O.C. 2017,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
vin cote du rhone,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Vin blanc sec - La dose culinaire,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Lichette ,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Pommery Brut Royal,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
françois franceschi vin rosé corse,38,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,,,,,,,,,,,,,
Ile de Beauté Rosé,34,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Île de Beauté,,,,,,,,,,,
Vin blanc CE 11° vol.,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
