Name,EcoScore,Category_1,Category_2,Category_3,Category_4,Category_5
Petite Bûche,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crozes-Hermitage
Bardolino 2016,42.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Vins italiens
comte tolosan,,Boissons,Boissons alcoolisées,Vins,Vins moelleux,
Muscat moelleux 2011,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Muscat sec Pezilla,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
"puisseguin saint Emilion 14,5château FONGABAN",50.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Gaillac perlé,28.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Gaillac
Rosé,38.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Vin de pays des Cévennes,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Grain de Muscat,58.0,Boissons,Boissons alcoolisées,Vins,Vins français,IGP PAYS D'OC
Crozes-Hermitage 2017,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Artix Minervois,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin de bourgogne pinot noir,,Boissons,Boissons alcoolisées,Vins,,
Bourgogne Pinot Noir,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Côtes du Rhône Villages,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Sylvaner 2013,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
bordeaux,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Château les Miaudoux,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Les Pins Parasols,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Vin de France - Blanc sec,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin bio Côtes du Rhône rouge Cellier des Dauphins,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
CABERNET D'ANJOU,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Vin d'Alsace pinot gris,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
vin rosé bio Alexandre Montmirel,61.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Bordeaux Château Vieille Tour La Roche,59.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
solo quinta 2018,28.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Vin hautes terres,,Boissons,Boissons alcoolisées,Vins,,
,45.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Autrement Languedoc,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
cru bourgeois Medoc château Greysac,,Boissons,Boissons alcoolisées,Vins,,
75CL Bourgueil Rouge,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgueil
,38.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Monbazillac,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Monbazillac
Igp D Oc Le Val Pinot Noir Rge13.5d 75cl,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin d’alsace gewurztraminer,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Coteaux Bourguignoons 2014,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Médoc,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Cap Soleil Rosé Pamplemousse x1,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Chablis AOC 2011 Bio Pierre de Préhy,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Jacquère,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Rose,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Vin Roc de Bernadots,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Marquis de Saint-Estèphe 2016,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
JURANÇON As de coeur,,Boissons,Boissons alcoolisées,Vins,,
Côte du Rhône rouge,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Prima Nature,57.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin blanc de Bordeaux,37.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
BDX Rge Aoc CHT La Jalgue 2009 75CL,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Julien de l'Embisque,,Boissons,Boissons alcoolisées,Vins,,
Secret de Berticot,36.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Château Picard,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
2008 Gentil,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
buzet,51.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Domaine de cantarelle,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Moulin à vent 2019,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Lambrusco dell'emilia amabile rosso,29.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Vins italiens
Chateau Leyssac,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin rouge,34.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Riesling,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Rouge SANS,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin rose,,Boissons,Boissons alcoolisées,Vins,,
"Gros Plant du Pays Nantais AOC (10,5 %)",44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Clairette de Die AOP brut,28.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Vinho regional Lisboa 2016,41.0,Boissons,Boissons alcoolisées,Vins,Vins portugais,Vins rouges
clairette de die,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins pétillant
Beaujolais Nouveau Cuvée à l'ancienne 2017,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais
Sauvignon,,Boissons,Boissons alcoolisées,Vins,Vins espagnols,
Les Pious,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Chateau La Croix Bigorre 2014,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
vin rouge,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Sangria Rouge,23.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Boissons alcoolisées pré-mélangées
Vin rouge ,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Gaillac vin rouge,50.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Chateau de Caladroy Vieilles Vignes 2004,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Los Molinos White 75Cl,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
domaine de la Baume les mariés sauvignon blanc 2014,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
Romanetti Bianco,47.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Boissons à base de vin
Sylvaner,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
"Macon villages, sec et fruite",34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Bordeaux supérieur Château Bel Air,,Boissons,Boissons alcoolisées,Vins,,
Côtes-du-Rhône,51.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Ferreira Porto Ruby,31.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Domaine de Lemme,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
les iscles de tresbaudon,38.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Savennières Moulin de Chauvigné,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vieux Papes,28.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Union Européenne
Fitou 2014,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Côtes du Rhône villages,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Cotes du rhone 2016,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Light Live Cabernet Sauvignon,,Boissons,Boissons alcoolisées,Vins,,
Domaine les Fouques Cuvée Tradition 2015,50.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Champagne brut,36.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Bio Cuvee Le Soleiller Rose,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Bordeaux Origami Millésime 2011,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
"Monbazillac AOC blanc ""LES MEDIEVALES""",32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Monbazillac
Vin blanc moelleux ,36.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Vins de la Communauté européenne
Fontenille Pays de l'Hérault IGP 2011 Bio Domaine de Petit Roubié,58.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Vin rouge bio
,39.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
L'Intact sans sulfites ajoutés Buzet,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Buzet
Domaine de la fauconnerie,,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins vinés
Esprit 2011,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Pays d Hérault vin rosé,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Spiruline,2.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Fleurie &quot;Le Vivier&quot; 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Fleurie
Bordeaux supérieur Château Moulin du Barrail,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
St Chinian En Silence 13°,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
La croix simon,59.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Côtes du Rhône les aronnieres 2015,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Clairette de Die,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
castico,,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins vinés
Côtés de Provence,49.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Domaine de Sahari Guerrouane 2011,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Guerrouane
Beaujolais Nouveau 2013 - Domaine du Perchoir,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
champagne,28.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Bordeaux rosé Appellation Bordeaux Contrôlée Yvecourt,48.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins pétillant
château Virant,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
crémant d'Alsace,45.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français
l'or de l'Orangerie,,Boissons,Boissons alcoolisées,Vins,Vins liquoreux,
Palmerosse,,Boissons,Boissons alcoolisées,Vins,Vins italiens,
Vin rouge coteaux varois  la clémemciére,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Chevalier de fauvert,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vallée de l'Agly,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Roussillon
Champagne Louis Huot,28.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Bourgogne aligoté aoc,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
"Alsace AOC blanc Gewurztraminer ""Rosenhof""",45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Merlot,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
edelzwicker,36.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Champagne,43.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Rosé Pamplemousse Pampl'Mix,38.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Champagne brut Louis DANREMONT,35.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Bordeaux 2017,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Champagne Brut,37.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Vieilles vignes,36.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Porto blanc Cortesão 19°,39.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Bio L'auratae Nero D'avola,,Boissons,Boissons alcoolisées,Vins,Vins italiens,it:Nero d'Avola
Champagne brut Louis Danremont grande réserve,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Lorenzini Spritz Cocktail aromatisé,31.0,Boissons,Boissons alcoolisées,Vins,Vins doux,
"Casillero del Diablo, Carmenere",22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Mousseux rosé Jéhan de Crécy,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,
Vin rosé Pays d'Oc IGP gris,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Bordeaux AOC 2010 Bio Château Vieux Gabiran,58.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Pouilly fuissé,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Vin rouge IGP Pays d'Oc Merlot grande réserve,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Naturae Corbières,57.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Crémant d'Alsace AOP Ribeauvillé,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins pétillant
vin blanc,36.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Vins blancs secs
Saumur brut AOP,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,
Lambrusco Emilia IGT amabile,,Boissons,Boissons alcoolisées,Vins,Vins italiens,
Vin blanc AOP Alsace Pinot gris Rosenhof,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Crémant de Bourgogne brut blanc AOP Louis Villot,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,
Muscat De Rivesaltes,35.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Vin rouge AOP Minervois les pluviers,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Côtes du Rhône Cuvée 2015,58.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Viognier Ardèche,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Ventoux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Ventoux
Muscat de Rivesaltes,63.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Cinsault pays d oc,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
"Vin rosé ""nor""",30.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Cabernet Sauvignon rouge,,Boissons,Boissons alcoolisées,Vins,,
Vin rosé - Bag-in-Box®,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Costières de Nimes rosé A.O.C. 2017,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Chateau saint julian,,Boissons,Boissons alcoolisées,Vins,,
Beaujolais villages A.O.C. 2017,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Côtes du Rhône villages Cairanne A.O.C. 2016,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
CH St Nabor Gris De Gris 2015,,Boissons,Boissons alcoolisées,Vins,,
Charles de courance champagne brut rosé,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Puisseguin Saint-Emilion A.O.C. 2016,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
"Cotes du Rhone AOC rouge ""Le Bois des Grives""",44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
"1,5L Champagne Brut Alfred Rothschild",23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Côtes du Marmandais rosé A.O.C. 2017,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Princesses d’Hanteillan,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Symbiose,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Fitou
"Les Voiles Vin rose 13,00% vol 2010",,Boissons,Boissons alcoolisées,Vins,,
Côtes de Gascogne IGP blanc sec horizon Gascogne,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Haut Saint-Jacques,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Bergerac AOC,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Beaujolais Nouveau,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Cabernet Sauvignon 2013,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin du Chili
haut de la gardiére Saint Nicolas de bourgueil,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Saint chinian,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin rouge AOC Lussac Saint-Emilion La Croix du Parc,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
"Vin rouge AOP Buzet ""Roc de Breyssac""",36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin de Bordeaux,51.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Clairette de Die AOP tradition,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Autrement Languedoc,57.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Champagne Thienot,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Champagne Demoiselle brut,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Nero d’Avola,,Boissons,Boissons alcoolisées,Vins,Vins italiens,it:Sicilia
Chapelle Saint-Martin 2011,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château Louvignes,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Croix d'or,,Boissons,Boissons alcoolisées,Vins,,
Champagne brut tradition ,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Champagne,28.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Cuvée spéciale brut,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Champagne brut,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Champagne Brut Lanson,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Crémant de Bourgogne,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Ile de beauté I.G.P. - Bag-in-Box®,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin d'Espagne,30.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vouvray Brut,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vouvray
Bergerac,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bergerac
Castelmaure 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Corbières
Château Ruat petit Poujeaux 2010,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Chateau des gravieres,37.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Crémant de Loire,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant de Loire
Sable de Camargue bio I.G.P. - Bag-in-Box®,49.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Vin rouge AOP Côtes du Rhône villages Croix des Alliances sans sulfites ajoutés bio,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
"Vin Rouge Vacqueyras 750ml - 14,5% vol.",,Boissons,Boissons alcoolisées,Vins,,
Vin blanc moelleux,,Boissons,Boissons alcoolisées,Vins,,
Côtes du Marmandais A.O.C. 2017,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin rouge AOC Languedoc Les Pluviers,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin rose bordeaux naturel les garelles,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Vin rouge AOC Madiran La Croix Pardillac,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin rouge IGP Pays d'Oc Cabernet Sauvignon grande réserve,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Domaine des Grès Rouge,,Boissons,Boissons alcoolisées,Vins,,
Vin d'Alsace Riesling A.O.C. 2017,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Brouilly AOP rouge le Repos des Graces,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin rouge Cuvée Jolimet,,Boissons,Boissons alcoolisées,Vins,,
Corse Figari Cuvee Alexandra 2011 Domaine de Tanella,,Boissons,Boissons alcoolisées,Vins,,
Domaine de Sahari,,Boissons,Boissons alcoolisées,Vins,,
Cotes du,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Domaine des coccinelles,,Boissons,Boissons alcoolisées,Vins,,
coteaux de glane,,Boissons,Boissons alcoolisées,Vins,,
Jurançon A.O.C. 2016,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
CHAMPAGNE,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Vin rouge AOC Saumur Champigny Les hauts buis,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
